appID,name,genres,categories,tags,short_description,true_label,predicted_label,is_error,error_type
1658880,汉字大冒险,['Adventure' 'Indie'],['Single-player' 'Family Sharing'],[],汉字大冒险是一款以汉字组合为玩法的解密游戏。汉字与汉字间的合成，迸发出无限可能！,0,1,True,False Positive
447920,Drift (Over) Drive,['Indie' 'Racing'],['Single-player' 'Family Sharing'],[],"In DoD you take the role of a driver passionate about drifting, driving your car around the world on all kinds of environments and weather conditions, while taking on different challenges and avoiding all kinds of obstacles and hazards.",1,0,True,False Negative
1330080,The Fantastic Adventure of Monsieur Grape,['Adventure'],['Single-player' 'Steam Achievements'],[],"The Fantastic Adventure of Monsieur Grape is a 2.5D platformer where you play as Monsieur Grape: A high brow, high class, grape who is trying to save his friend Peanut from an evil piece of bread!",1,0,True,False Negative
2253720,Sim Companies,['Massively Multiplayer' 'Simulation' 'Strategy' 'Free To Play'],"['Multi-player' 'MMO' 'Cross-Platform Multiplayer' 'Steam Achievements'
 'In-App Purchases']",[],"Become a Business Tycoon. Build your own company from the ground up. Do business in a virtual economy with players all around the world! Gain valuable business skills for free. An advanced, proprietary, Economy simulation model is used to deliver the best gaming experience.",0,1,True,False Positive
2879200,"End Them, Soldier!",['Action' 'Indie'],['Single-player' 'Steam Achievements' 'Family Sharing'],[],"Fast, brutal old‑school FPS with deep replayability through skill builds. Tailor specific builds with speed‑boost jumps, a burst‑fire explosive revolver, AXE SHOOTING as a shotgun and beyond in a handcrafted campaign, then climb the leaderboards in endless roguelike mode.",0,1,True,False Positive
757540,Oedipus Dating Sim,['Simulation'],"['Single-player' 'Steam Achievements' 'Partial Controller Support'
 'Steam Cloud' 'Family Sharing']",[],You shouldn't date your own mother... or should you? That is the dilemma Oedipus is facing in this Dating Sim. You can either change how the legend goes or end up facing the wrath of the fates. The choice is yours in this daring Dating Sim!,0,1,True,False Positive
2061000,Infinity Project: PATTERNS,['Adventure' 'Indie' 'RPG'],['Single-player' 'Steam Achievements' 'Family Sharing'],[],"Strange powers and void-like beings threaten the struggling normalcy of the Nameless City, a hopeful region at the end of the world that clings to a past life.",0,1,True,False Positive
1293740,UFO Stalker,['Adventure' 'Indie' 'RPG' 'Strategy'],['Single-player' 'Family Sharing'],[],"UFO Stalker is a 2D grid-based, single-player &amp; single-character dungeon crawler RPG with elements of stealth. Figure out alien technology and understand reasons of your capturing.",0,1,True,False Positive
924360,Zenith Hunter,['Action' 'Free To Play' 'Indie'],['Single-player' 'Partial Controller Support'],[],Climb to the top of the Zenith in this fast-paced action platformer!,1,0,True,False Negative
673810,Infinite Sunshine Dust,['Adventure' 'Indie'],['Single-player' 'Family Sharing'],[],"Infinite Sunshine Dust (ISD) is a psychedelic horror adventure game. Four prisoners wander a virtual world for insane experiment and they get involved with many, many strange things.",0,1,True,False Positive
2817520,Ocean Desolation,['Indie' 'Free To Play'],['Single-player' 'Steam Achievements'],[],"Ocean Desolation is a Free Simple Linear horror game. After falling out of your boat during a thunderstorm you are left stranded in the South Pacific Ocean. Swim your way to different locations and find a way to call for help. But be careful, something lurks at the bottom.",0,1,True,False Positive
1796610,Winding Road,['Casual' 'Indie' 'Racing'],['Single-player' 'Family Sharing'],[],"Winding Road is an arcade scoring game. Move along the winding road, change shape and collect points.",1,0,True,False Negative
290850,X-Team,['Action' 'Indie' 'RPG' 'Strategy'],['Single-player' 'Family Sharing'],[],"X-TEAM is a role-playing strategy with a non-linear narrative. You must form your squad and fight aliens around the world. Use dozens of weapons, paranormal abilities of heroes and your charisma to destroy the enemy!",0,1,True,False Positive
1623240,Maguntsche Chapter One,['Action' 'Adventure' 'Casual'],['Single-player' 'Steam Achievements'],[],"Darkness closes in fast on the town of Macungie, Pennsylvania. Explore the depths of the Realmverse and put a stop to the Superior's demonic forces. The Maguntsche Demon is on the hunt. Will you be able to stop this entity once and for all? Or will it find new victims to take in your place?",1,0,True,False Negative
615730,Nancy Drew®: The Final Scene,['Adventure'],['Single-player' 'Captions available' 'Family Sharing'],[],Search a Darkened Movie Theater to Free a Hostage from her Captor’s Dangerous Plot!,1,0,True,False Negative
1450790,Crazy Wheels,['Indie' 'Racing'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Shared/Split Screen'
 'Partial Controller Support' 'Family Sharing']",[],"The floor is lava! Relive your childhood dream-races around the house with Crazy Wheels, a fast-paced, action-packed arcade racing game.",1,0,True,False Negative
2899580,3番線 | Sanbansen,['Action' 'Casual' 'Indie' 'Simulation' 'Strategy'],['Single-player' 'Family Sharing'],[],"The sequel to the popular game '2番線 | Nibansen', which has sold 15,000 ! If an anomaly occurs, return to the opposite elevator! Find the pattern from the repeating station platform and escape! A mysterious, respect-based escape game from the enigmatic dark ground station to the exit, 'Sanbansen'",0,1,True,False Positive
1568430,Discoveries of the Deep,['Simulation'],['Single-player' 'Family Sharing'],[],"Join an expedition to the unexplored abyss – a fascinating world of strange creatures, lost vessels, and a wealth of untold secrets. Search for ancient wrecks, underwater trenches, missing airplanes, and even the Titanic. Climb on board your mini-sub and dive as deep as you dare!",1,0,True,False Negative
1348030,Planta,['Action' 'Adventure' 'Simulation'],['Single-player' 'Family Sharing'],[],"Planta is a third-person open-world survival game with a procedurally generated terrain. It means the map is endless and expands while exploration! Planta throws you into an unrepeatable adventure in which you focus on gathering resources, building your base, exploring the world and... surviving!",0,1,True,False Positive
2088710,Pud Pud in Weird World,['Action'],"['Single-player' 'Partial Controller Support' 'Steam Cloud'
 'Family Sharing']",[],"In this surreal platformer from 1984, explore the Weird World and its bizzare denizens to find the 10 hidden bowls of pudding and reveal the secret exit - but watch out! Mrs Pud Pud isn't too happy about you stealing her pudding, and her kiss is deadly!",1,0,True,False Negative
3570360,Shichiya Shrine,['Action' 'Indie'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Family Sharing']",[],'Defeat the Monsters with the Cursed Sword and Sacred Talismans! The terror of the Japanese supernatural world awaits in this action-packed horror!',0,1,True,False Positive
409610,One Final Chaos,['Action' 'Indie'],"['Single-player' 'Cross-Platform Multiplayer' 'Partial Controller Support'
 'Family Sharing']",[],"Addictive apocalyptic action! For how long can you survive this vast onslaught of deadly attacks? Jumping and changing direction – those are the only things you need to learn. But to survive in this chaotic space, timing and precision makes all the difference.",0,1,True,False Positive
1550730,Ikonei Island: An Earthlock Adventure,['Action' 'Adventure' 'Indie' 'RPG' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Cloud'
 'Family Sharing']",[],"Ikonei Island is yours to discover! Explore and gather resources. Farm the land, craft tools and gear, and build your base or a cozy home. Befriend magical creatures and fight monsters with your friends or solo!",0,1,True,False Positive
1339870,The Last Saviour,['Adventure' 'Indie' 'Early Access'],['Single-player' 'Family Sharing'],[],A first-person shooter in the style of survival and science fiction. Before you stretches a huge unexplored forest. Which is beautiful during the day and very scary at night. But be careful! At every step you can expect a werewolf who can take over your mind.,0,1,True,False Positive
2110700,Japanese goblins,['Adventure' 'Casual' 'Indie' 'RPG'],['Single-player' 'Full controller support' 'Family Sharing'],[],Charming fairy-tale heroes. Puzzle game.,0,1,True,False Positive
2410610,Bewitched Balls,['Casual' 'Indie'],['Single-player' 'Steam Achievements' 'Steam Cloud' 'Family Sharing'],[],Bewitched Balls is partly a color matching arcade puzzle game and partly a turn-based combat game set in a world of magic and fantasy where your goal is to defuse six evil gems and finally fight against a powerful witch.,0,1,True,False Positive
813450,Barbearian,['Action' 'Indie'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Captions available' 'Adjustable Text Size'
 'Camera Comfort' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Keyboard Only Option' 'Playable without Timed Input' 'Save Anytime'
 'Stereo Sound' 'Subtitle Options' 'Steam Cloud' 'Remote Play on TV'
 'Family Sharing']",[],"Barbearian is a fast-paced hack'n'slash with massive battles in a colorful, hand-drawn world. Fight for your life, discover the secrets of the Arbitrators and find your way back home!",0,1,True,False Positive
2120730,Broken Cavalier,['RPG'],['Single-player' 'Family Sharing'],[],你是一位小说家，和网友相约来到传闻闹鬼的城堡寻找灵感，不似普通人接受过贵族礼仪教育的管理员，多次被警告禁止踏足的古堡，还有一本本残破的日记，将为你揭开隐藏在历史上完美婚姻背后的阴谋，破碎的玻璃骑士能否修复？如破镜一般的婚姻能否重圆？一切都由你决定！ 欢迎来到霍华德古堡......,0,1,True,False Positive
1005990,Swordbreaker: Back to The Castle,['Action' 'Adventure' 'Indie' 'RPG'],"['Single-player' 'Steam Achievements' 'Partial Controller Support'
 'Steam Leaderboards' 'Family Sharing']",[],"An action-adventure in a medieval fantasy universe. Learn all about the adventures of mighty Swordbreaker before his appearance in the castle. Destroy enemies with a sword, magic, and a unique device — the swordbreaker, from which the hero got his alias!",1,0,True,False Negative
2190290,To Be or Not to Be,['Adventure' 'RPG'],['Single-player' 'Family Sharing'],[],"This is a text adventure game that combines the gameplay of desktop pets and mini-games. You can advance the plot by clicking on the dialogue, or play mini-games to accumulate values to trigger new plots, and you can also cultivate your favorite characters by hanging up.",1,0,True,False Negative
2787320,Revenge of the Savage Planet,['Action' 'Adventure'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Cloud' 'Family Sharing']",[],"Revenge of the Savage Planet is an upbeat, satirical action adventure Sci-Fi. Jump, shoot and collect your way across vibrant alien worlds, uncovering new gear and upgrades, while discovering various hidden secrets.",0,1,True,False Positive
2468730,Dungeon Stalkers,['Action' 'Adventure' 'RPG'],"['Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'In-App Purchases' 'Custom Volume Controls' 'Partial Controller Support']",[],"Dungeon Stalkers is a PvEvP dungeon crawler game where you can experience the joy of exploration and survival in a classic RPG. Join forces with your companions to defeat other adventurers and monsters, and acquire equipment and treasures. Then, escape safely from the witch's curse!",0,1,True,False Positive
2074810,8-Bit Farm,['Casual' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Cloud' 'Family Sharing']",[],Farm management simulation game! Create the most awesome farm!,0,1,True,False Positive
1015750,Escape from Fortress Lugohm,['Indie' 'RPG'],['Single-player' 'Steam Cloud' 'Family Sharing'],[],"Aisha was on her way home after having completed a mission for the guild. But on her way back, she was caught by the infamous Count Lugohm. Will she be able to escape from the clutches of Count Lugohm? Find out in this Stealth Survival RPG!",0,1,True,False Positive
1486670,Shadow Lost,['Action'],['Single-player' 'Family Sharing'],[],What dark and twisted things are happening in the strange town?,0,1,True,False Positive
1787990,Hidden Investigation 3: Crime Files,['Adventure' 'Casual'],['Single-player' 'Family Sharing'],[],"Following her previous cases, Agent Sarah is challenged with a new mystery. Use your wits, detective instincts and when all else fails, your six-shooter in this action-packed puzzle game with immersive storylines and a dark mystery.",0,1,True,False Positive
1674810,Into the Dangerous World I Leapt,['Adventure' 'Free To Play' 'Indie'],['Single-player'],[],Follow Idony on a journey to find her brother Edus in a strange factory where the walls between dimensions are thin.,0,1,True,False Positive
1166800,Grand Academy II: Attack of the Sequel,['Adventure' 'Indie' 'RPG'],['Single-player' 'Steam Achievements' 'Steam Cloud' 'Family Sharing'],[],Seize your destiny and vanquish your rivals at the world's finest evil preparatory school! The whole gang is back for a deliciously meta sequel.,0,1,True,False Positive
2664930,The Adventures of The Black Hawk,['Adventure'],['Single-player' 'Steam Achievements' 'Steam Cloud' 'Family Sharing'],[],"Hide behind your mask so they won’t discover your true identity, and grab your sword to face the tyranny of the nobility in the days before the French Revolution in this funny point-and-click adventure, following the path of the classics of the 90s… thirty years later!",0,1,True,False Positive
2854140,Herta's Chess Game,['Strategy' 'Free To Play'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Cloud']",[],"Herta's simulated universe network is interconnected throughout the universe. Pack your luggage and enter Herta's world with your friends. In this fan game, you will use the simulation data of each original character to have a strategic showdown with Herta.",1,0,True,False Negative
348250,Google Earth VR,['Adventure' 'Casual' 'Free To Play' 'Simulation'],"['Single-player' 'Tracked Controller Support' 'VR Only' 'VR Support'
 'SteamVR Collectibles']",[],"Google Earth VR lets you explore the world from totally new perspectives in virtual reality. Stroll the streets of Tokyo, soar over the Grand Canyon, or walk around the Eiffel Tower.",1,0,True,False Negative
1878280,Push the Box,['Casual' 'Strategy'],['Single-player' 'Family Sharing'],[],"The game is a puzzle with boxes, will you be able to solve the puzzle.",0,1,True,False Positive
1712310,Panda in the clouds,['Casual'],['Single-player' 'Steam Achievements' 'Family Sharing'],[],Panda in the clouds is a grid movement platform puzzle game where your challenge will be to reach the flag and fulfill all the objectives of the level.,1,0,True,False Negative
3088250,Nitro Express,['Action' 'Indie'],"['Single-player' 'Full controller support' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Steam Cloud' 'Family Sharing']",[],Nitro Express is a 2D side-view gun action game where cute pixel-art girls shoot assault weapons with 360° free aiming in the streets of Japan!,1,0,True,False Negative
2286540,Destiny Duel,['Free To Play' 'Indie' 'Strategy'],"['Multi-player' 'PvP' 'Online PvP' 'Steam Achievements' 'Steam Cloud'
 'Stats']",[],"Simple to learn, impossible to master. Destiny Duel is a battle of the mind: in order to win, you must predict your opponent's every move. Attack, Guard, Recover, or Dodge. The choice is yours, and every choice matters.",0,1,True,False Positive
1825760,ENDURA,['Action' 'Adventure' 'Indie' 'RPG' 'Early Access'],['Single-player' 'Family Sharing'],[],"Follow the journey of ex-convict, Jack Jr as he traverse the broken realm of Yagra to finish vital deliveries by utilizing grappling mechanics akin to Spiderman but with guns and swords, and hunting down titans reminisce to Monster Hunter.",1,0,True,False Negative
3197930,Street grabbing of territory,"['Action' 'Adventure' 'Casual' 'Indie' 'Racing' 'RPG' 'Simulation'
 'Strategy']",['Single-player' 'Family Sharing'],[],"A group of bored female students broke into an Eastern village to take selfies, and a bizarre event occurred where there were things that the real world didn't have! The female student is no longer able to seek help from the outside world, and a mysterious person has appeared",0,1,True,False Positive
3530670,Mosaic of The Pharaohs,['Casual'],['Single-player' 'Steam Achievements' 'Steam Cloud' 'Family Sharing'],[],Mosaic of The Pharaohs is a picross/minesweeper hybrid featuring a single ENORMOUS puzzle inspired by Egyptology,0,1,True,False Positive
659810,bead,['Indie'],['Single-player' 'Steam Achievements' 'Family Sharing'],[],Physical puzzle. You need to deliver the ball to the exit. It's simple. Probably.,0,1,True,False Positive
1814270,Metallophobia,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Cloud' 'Family Sharing']",[],"Metallophobia is a dystopian roguelike top-down shooter. Each playthrough is a new procedurally generated map, with unique designs and challenges. Upgrade your robot with new guns and modules as you progress, and create your own unique build.",0,1,True,False Positive
516500,Zissi's Island,['Action' 'Indie'],"['Single-player' 'Steam Trading Cards' 'Partial Controller Support'
 'Family Sharing']",[],Zissi's Island is an open-world 3D platformer set on a tropical island with emphasis on exploration.,0,1,True,False Positive
917200,Kill the Dictator,['Indie' 'Strategy'],"['Single-player' 'Steam Achievements' 'Steam Leaderboards'
 'Family Sharing']",[],"This is a casual strategy simulation game. The game's goal is to overthrow the dictator as the rebel force, or to suppress the rebels as the government army.",0,1,True,False Positive
373750,DinoSystem,['Action' 'Indie' 'RPG' 'Simulation' 'Early Access'],['Single-player' 'Remote Play Together' 'Family Sharing'],[],"A 2D ecosystem and survival simulation where you can manage the ecology of an evolving island or survive on it as a human, facing realistic survival mechanics and a deep character progression system.",1,0,True,False Negative
2483070,WTF platformer,['Indie'],"['Single-player' 'Steam Achievements' 'Partial Controller Support'
 'Family Sharing']",[],"WTF platformer is a hardcore platformer with many unique levels, various references and memes. You have to not just run through the next blank, but find a unique approach to each new track...",0,1,True,False Positive
3843550,Combat Mission: Beyond Overlord,['Simulation' 'Strategy'],['Single-player' 'Steam Cloud' 'Family Sharing'],[],"The first in the award-winning series, Combat Mission: Beyond Overlord lets you command German or Allied forces from Normandy to Germany in WWII. Battle through towns, woods, and fields in deep, immersive, turn-based and real-time tactical combat.",0,1,True,False Positive
429380,Space Mechanic Simulator,['Casual' 'Indie' 'Simulation'],"['Single-player' 'Steam Trading Cards' 'Partial Controller Support'
 'Steam Cloud' 'Family Sharing']",[],"Become a Space Mechanic! Get your hands dirty, explore the depths of space and repair broken machinery. Diagnose problems using diagrams and tools, perform repairs, manage your resources and watch the simulated machinery come alive. Or just gaze upon the beauty of the Solar System.",0,1,True,False Positive
2385620,Cavera - The Island of Apes,['Casual' 'Free To Play'],['Multi-player' 'Co-op' 'Online Co-op'],[],"Cavera - Island of Apes: top vacation spot for Apes and degens. Socialize, dance with up to 99 others. Explore, swim, chill on this multiplayer game.",0,1,True,False Positive
958490,Titan shield,['RPG' 'Strategy'],['Single-player' 'Steam Achievements' 'Family Sharing'],[],Titan Shield is turn-based combat tactical game. Lead your party into the depths of the Titan's hold to deal with its owner.,0,1,True,False Positive
1769630,Grim Tales: Crimson Hollow Collector's Edition,['Adventure' 'Casual'],['Single-player' 'Family Sharing'],[],What's waiting at Crimson Hollow?,1,0,True,False Negative
2824170,Jumpy Jumptime,['Adventure' 'Casual' 'Indie' 'Early Access'],['Single-player' 'Partial Controller Support' 'Family Sharing'],[],"Jumpy Jumptime is an endearing first-person platforming game that immerses players in the excitement of exploring a world of floating islands. As Jumpy, a lovable alien who has crash-landed, your goal is to recover the scattered parts of your UFO and simply find your way back home.",1,0,True,False Negative
259450,Drifter,['Action' 'Indie' 'Simulation' 'Early Access'],['Single-player' 'Partial Controller Support' 'Family Sharing'],[],"Drifter is an open-world sandbox space trading game with a procedurally-generated galaxy 100,000 light years across made up of tens of thousands of star systems to explore and features an original soundtrack by composer Danny Baranowsky.",0,1,True,False Positive
1403460,Flavortown,['Action' 'Adventure' 'Indie'],['Single-player' 'Tracked Controller Support' 'VR Only' 'Family Sharing'],[],"Congratulations Rookie! You have been recognized as an elite officer of Flavortown’s Finest. You’ll be paired with Biff and Buddy, two wise cracking meatball “hotshots” of the precinct. With your brothers of the badge as a side, you’ll see how far this criminal underground rabbit hole goes...",1,0,True,False Negative
347060,Pro Basketball Manager 2016,['Simulation' 'Sports'],['Single-player' 'Steam Cloud' 'Family Sharing'],[],"In this comprehensive and realistic basketball management game, take control of all aspects of a coach's life such as recruitment, finances and training, as well as direct charge of games, in order to lead your team to the top of more than 70 championships that have been faithfully reproduced!",0,1,True,False Positive
1376890,Drill Deal: Borehole (Alpha),['Indie' 'Free To Play'],['Single-player'],[],Drill Deal is a unique simulator in a fun style that will draw you for hours. It's a building simulator like never before. Feel the thrill of a drill hitting underwater oil fields. Sell the precious substance and make your oil rig more efficient.,1,0,True,False Negative
1101400,Rune Knights,['Action' 'Indie' 'RPG' 'Early Access'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'In-App Purchases' 'Partial Controller Support'
 'Steam Cloud' 'Steam Leaderboards' 'Family Sharing']",[],"Rune Knights is a cooperative action RPG focused on customization, crafting, and combat. Customize your character's aesthetics, stats, gameplay, and gear as you battle through procedurally generated and hand-crafted levels with your allies.",0,1,True,False Positive
390210,FreezeME,['Action' 'Adventure' 'Indie'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Remote Play on TV' 'Family Sharing']",[],FreezeME is a A 3D platformer in the style of the 90s-era but wait there is a twist! The main character “R” has one special tool – a camera around her neck. This camera allows her to literally freeze the objects she photographs.,0,1,True,False Positive
654880,Dream Daddy: A Dad Dating Simulator,['Casual' 'Indie' 'Simulation'],"['Single-player' 'Captions available' 'Partial Controller Support'
 'Family Sharing']",[],"Dream Daddy: A Dad Dating Simulator is a game where you play as a Dad and your goal is to meet and romance other hot Dads. Are you ready? Hi ready, I'm Dad.",1,0,True,False Negative
1453670,In Search of Fon Vitae,['Adventure' 'Indie' 'RPG' 'Early Access'],['Single-player' 'Family Sharing'],[],'In Search of Fon Vitae' is a mix of roguelike and exploration adventure in a procedural generated pirate themed world.,0,1,True,False Positive
1544090,冒险的路上总在为爱鼓掌 Adventure road,['Adventure' 'Casual' 'Indie' 'RPG' 'Strategy'],['Single-player' 'Family Sharing'],[],"Bounty hunter 'Harris' takes on a mission and arrives in a strange town where he encounters the shy and lovely girl-next-door 'Anna,' the energetic and passionate female warrior 'Adoni,' and ninja 'Kagura.' You join them in their adventure and gradually delve into their hearts.",0,1,True,False Positive
667120,iTownGamePlay UNIVERSE,['Adventure' 'Free To Play' 'Indie' 'RPG'],['Single-player' 'Steam Achievements'],[],Warning: This Game is only available on Spanish. Acompaña al YouTuber ITownGamePlay en está increíble aventura junto a sus suscriptores para restaurar la paz en su mundo!,0,1,True,False Positive
3371710,Rabbit Trail,['Casual' 'Indie'],['Single-player' 'Steam Achievements' 'Family Sharing'],[],"Wake up in a magical forest... as a rabbit. Something strange has happened to you, and solving it won’t be easy. Explore fascinating worlds, face challenging puzzles, and unravel the mystery of how you lost your human form. Each jump brings you closer to the truth... Are you ready to discover it?",1,0,True,False Negative
689710,Hop Step Sing! Kimamani☆Summer vacation (HQ Edition),['Casual'],"['Single-player' 'Tracked Controller Support' 'VR Only'
 'Partial Controller Support' 'Family Sharing']",[],"Take a trip to the beach with the members of Hop Step Sing! In the 3rd song from our VR idol group, the viewer can be a part of the story; the conclusion all depends on who you were watching... Are you ready to join your three singing and dancing companions on their carefree summer vacation?",1,0,True,False Negative
2063240,POG 8,['Adventure' 'Casual' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Camera Comfort' 'Mouse Only Option'
 'Playable without Timed Input' 'Stereo Sound' 'Steam Cloud'
 'Family Sharing']",[],"Cute, minimal physical puzzle.",1,0,True,False Negative
939120,Grand Guilds,['Indie' 'RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Partial Controller Support'
 'Family Sharing']",[],"Story-driven, tactical RPG with unique card combat mechanics. Follow the adventures of Eliza and her crew as they struggle to prevent an impending war.",0,1,True,False Positive
1876070,Windsor - Grand Strategy MMO,['Massively Multiplayer' 'Strategy' 'Early Access'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Family Sharing']",[],Windsor is a massively multiplayer strategy game. Look forward or backward in time as you plan your moves to bring your kingdom to victory,1,0,True,False Negative
788150,Go Away My Fat,['Action' 'Casual' 'Indie'],['Single-player' 'Family Sharing'],[],It is not just desire that corrodes the heart. and Fat!!,0,1,True,False Positive
2187730,IHAS,['Action' 'Indie'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Partial Controller Support' 'Steam Cloud' 'Family Sharing']",[],"Find yourself aboard a giant spaceship in IHAS, a gripping Sci-Fi adventure handcrafted by a solo Ukrainian developer. Experience intense FPS action, mind-bending puzzles, and epic boss battles.",0,1,True,False Positive
1857840,Xolotl,['Action' 'Adventure' 'Casual' 'Indie'],['Single-player' 'Full controller support' 'Family Sharing'],[],"Jump, dash, and swim in this epic adventure! Explore the vast Aztec lands in an axolotl action-platformer! Xolotl is a cute, 2D action-platformer, in which your goal is to regain your godly form and powers.",0,1,True,False Positive
1873860,Fayburrow,['Adventure' 'RPG'],['Single-player'],[],"In a world of fairies, a childhood friend suddenly calls Beatrice back to her old hometown. Yet when she arrives, her friend is mysteriously missing.",0,1,True,False Positive
2177700,Missing Pictures : Abel Ferrara,['Casual' 'Indie'],['Single-player' 'VR Only'],[],"For every movie made, dozens of pictures remain missing forever. The VR documentary experience MISSING PICTURES: Abel Ferrara gives the director a chance to tell the story that would otherwise never be told.",0,1,True,False Positive
